url,title,product_desc,image,Boiling Point,CAS,Chemical Name or Material,Color,Molecular Formula,Packaging,Synonym,Grade,Molecular Weight (g/mol),Percent Purity,Quantity,Unit Size,IUPAC Name,InChI Key,SMILES,Appearance (Color),Appearance (Form),Infrared spectrum,Melting point,Titration with NaOH,Form,Assay (Aqueous acid-base Titration),Identification (FTIR),Refractive Index,Assay from Supplier's CofA,Comment,Melting Point,Assay (Silylated GC),Residue after ignition,Chloride (Cl),HPLC,Heavy metals (as Pb),Impurity content,Trace Metal,Melting Point (clear melt),Optical Rotation,Assay (GC),Free base (titration),Carboniz. sub. by hot H2SO4,Beilstein,ChEBI,Water Content (Karl Fischer Titration),Titration Argentometric,Loss on drying,Water,UV,Color scale,Heavy metals (ICP-OES),Titration with KMnO4,Substance darkened by H2SO4,Total Metal Impurities,Chloride content,Iron (Fe),Titration with CHA,Specific optical rotation,Arsenic (As),Sulfate (SO4),Refractive index,Residue after evaporation,K2Cr2O7-reducing substance,Cadmium (Cd),Identification A,Identification B,Residue on ignition,Assay (unspecified),"Dnase,Rnase,Protease activity",Oxalate (C2O4),Acid value,Density,GC,Phosphate (PO4),Sodium (Na),"Sugars, dextrin",Zinc (Zn),Sulfuric acid,Titration with HClO4,Acidity/alkalinity,Name Note,Physical Form,Recommended Storage,KMnO4-reducing substance,Optical Absorbance at,Insoluble matter,Acid-base back titration,Dilution test,Sulfite (SO3),Enantiomeric excess,Titration excess NaOH,Reducing sugars,Assay,Titration with HCl,Aluminium (Al),Heavy Metals (as Pb),Sulfated ash,Assay (Titration),Concentration,EINECS Number,Potassium (K),Calcium (Ca),Magnesium (Mg),Assay from Suppliers CofA,Clarity of solution,Strength,Ash,pH,Sugars,Acids,Impurity,Moisture holding capacity,Trace Metals,Sulfur compounds (as SO4),DOT Information,Assay (Non-aqueous acid-base Titration),Assay (Argentometric Titration),Clarity,Residual water,Ammonium (NH4),Proton NMR,Loss on Drying,Assay (HPLC),Transition Temperature,Elemental Analysis,Fumaric and maleic acid,Identification,Fluoride (F),lambda-max (UV-Vis),Insoluble material
https://www.thermofisher.com/order/catalog/product/215371000?SID=srch-srp-215371000,"Alloxan monohydrate, 98%",This Thermo Scientific Chemicals brand product was originally part of the Acros Organics product portfolio. Some documentation and label information may refer to the legacy brand. The original Acros Organics product / item code or SKU reference has not changed as a part of the brand transition to Thermo Scientific Chemicals.,https://www.thermofisher.com/TFS-Assets/CCG/Chemical-Structures/chemical-structure-cas-3237-50-1.jpg-650.jpg,,2244-11-3,,,C2H7AsO2,,,,,,,,dimethylarsinic acid,OGGXGZAMXPVRFZ-UHFFFAOYSA-N,C[As](C)(O)=O,Off-white to yellow to light beige,Crystalline powder,Conforms,,,Crystals or powder or crystalline powder,≥97.5 to ≤102.5%,Conforms,,,,,,,,>=97.5 %,,,,195.0-201.0?C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.thermofisher.com/order/catalog/product/J21900.36?SID=srch-srp-J21900.36,"Succinic acid, Free acid, ≥99%, Ultrapure",,https://www.thermofisher.com/TFS-Assets/CCG/Chemical-Structures/chemical-structure-cas-110-15-6.jpg-650.jpg,,127-08-2,,,C2H3KO2,,,,,,,,potassium acetate,SCVFZCLFOSHCOH-UHFFFAOYSA-M,[K+].CC([O-])=O,White,Powder or crystals,Conforms,,,White crystalline powder,≥97.5 to ≤102.5%,Conforms,,,,185 - 190?C,,,,>=97.5 %,,,Iron (Fe): ≤ 5 ppm,195.0-201.0?C,,,,,,,,,=<2 %,,,,,,,,,,,,,,,,,,,,≤ 0.025%,,,,,,,,,,,,>=99.0 % (On dry substance),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.thermofisher.com/order/catalog/product/397122500?SID=srch-srp-397122500,"Acetic acid, potassium salt, 99+%, for molecular biology",This Thermo Scientific Chemicals brand product was originally part of the Acros Organics product portfolio. Some documentation and label information may refer to the legacy brand. The original Acros Organics product / item code or SKU reference has not changed as a part of the brand transition to Thermo Scientific Chemicals.,https://www.thermofisher.com/TFS-Assets/CCG/Chemical-Structures/chemical-structure-cas-127-08-2.jpg-650.jpg,,127-08-2,,,C2H3KO2,,,,,,,,potassium acetate,SCVFZCLFOSHCOH-UHFFFAOYSA-M,[K+].CC([O-])=O,White,Powder or crystals,Conforms,,,White crystalline powder,≥97.5 to ≤102.5%,Conforms,,,,185 - 190?C,,,,>=97.5 %,,,Iron (Fe): ≤ 5 ppm,195.0-201.0?C,,,,,,,,,=<2 %,,,,,,,,,,,,,,,,,,,,≤ 0.025%,,,,,,,,,,,,>=99.0 % (On dry substance),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.thermofisher.com/order/catalog/product/J13729.A1?SID=srch-srp-J13729.A1,"Citric acid, Anhydrous, 99.5 to 100.5% (Dry Basis)",,https://www.thermofisher.com/TFS-Assets/CCG/Chemical-Structures/chemical-structure-cas-77-92-9.jpg-650.jpg,,77-92-9,,,C6H8O7,,,,,,,,"2-hydroxypropane-1,2,3-tricarboxylic acid",KRKNYBCHXYNGOX-UHFFFAOYSA-N,OC(=O)CC(O)(CC(O)=O)C(O)=O,,,,,,White crystalline powder,,,,,,,,,,,,Sulfate (SO₄): Passes test,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,≤ 0.1%,Readily Carbonizable Substances: Passes test,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.thermofisher.com/order/catalog/product/212662500?SID=srch-srp-212662500,"Acetic acid, sodium salt, 99%, for biochemistry, Anhydrous",This Thermo Scientific Chemicals brand product was originally part of the Acros Organics product portfolio. Some documentation and label information may refer to the legacy brand. The original Acros Organics product / item code or SKU reference has not changed as a part of the brand transition to Thermo Scientific Chemicals.,https://www.thermofisher.com/TFS-Assets/CCG/Chemical-Structures/chemical-structure-cas-127-09-3.jpg-650.jpg,,77-92-9,,,C6H8O7,,,,,,,,"2-hydroxypropane-1,2,3-tricarboxylic acid",KRKNYBCHXYNGOX-UHFFFAOYSA-N,OC(=O)CC(O)(CC(O)=O)C(O)=O,,Crystalline powder,Conforms,,>=99 %,,,,,,,,,,,,=<0.001 %,,,,,,,(as per ACS) passes test,,,,,,=<0.5 % (K.F.),at 280 nm A: =<0.01,,,,,,,,,,,,,,,,,,,,none detected,=<500 ppm,,,,,,,,,>=98.5 %,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.thermofisher.com/order/catalog/product/329860010?SID=srch-srp-329860010,"Citric acid, for molecular biology, anhydrous, Rnase and Protease free",This Thermo Scientific Chemicals brand product was originally part of the Acros Organics product portfolio. Some documentation and label information may refer to the legacy brand. The original Acros Organics product / item code or SKU reference has not changed as a part of the brand transition to Thermo Scientific Chemicals.,https://www.thermofisher.com/TFS-Assets/CCG/Chemical-Structures/chemical-structure-cas-77-92-9.jpg-650.jpg,,77-92-9,,,C6H8O7,,,,,,,,"2-hydroxypropane-1,2,3-tricarboxylic acid",KRKNYBCHXYNGOX-UHFFFAOYSA-N,OC(=O)CC(O)(CC(O)=O)C(O)=O,,Crystalline powder,Conforms,,>=99 %,,,,,,,,,,,,=<0.001 %,,,,,,,(as per ACS) passes test,,,,,,=<0.5 % (K.F.),at 280 nm A: =<0.01,,,,,,,,,,,,,,,,,,,,none detected,=<500 ppm,,,,,,,,,>=98.5 %,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.thermofisher.com/order/catalog/product/124280025?SID=srch-srp-124280025,"Oxalic acid, 0.1 N standard solution",This Thermo Scientific Chemicals brand product was originally part of the Acros Organics product portfolio. Some documentation and label information may refer to the legacy brand. The original Acros Organics product / item code or SKU reference has not changed as a part of the brand transition to Thermo Scientific Chemicals.,https://www.thermofisher.com/TFS-Assets/CCG/Chemical-Structures/chemical-structure-cas-144-62-7.jpg-650.jpg,,144-62-7,,,C2H2O4,,,,,,,,oxalic acid,MUBZPKHOEPUJKR-UHFFFAOYSA-N,OC(=O)C(O)=O,Clear colorless,Solution,Conforms,,>=99 %,,,,,,,,,,,,=<0.001 %,,,,,,,(as per ACS) passes test,,,,,,=<0.5 % (K.F.),at 280 nm A: =<0.01,,,,,,,,,,,,,,,,,,,,none detected,=<500 ppm,,,,,,,,,>=98.5 %,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0998 to 0.1002 N (20°C),,,,,,,,,,,,,,,,,,,,,,,,
https://www.thermofisher.com/order/catalog/product/A11264.36?SID=srch-srp-A11264.36,"D-(-)-Tartaric acid, 99%","D-(-)-Tartaric acid is used as a resolving agent in organic synthesis. It is used as a precursor for the preparation of its ester derivatives like D-tartaric acid diethyl ester, D-tartaric acid dimethyl ester and D-tartaric acid diiso-propyl ester. It finds application in the synthesis of chiral aziridine derivative, a common intermediate for the preparation of hydroxyethylamine class HIV protease inhibitors viz. as saquinavir, amprenavir and nelfinavir. It is widely used in the food industry as a beer foaming agent, for food acidity regulations and as a flavoring agent.  ",https://www.thermofisher.com/TFS-Assets/CCG/Chemical-Structures/chemical-structure-cas-147-71-7.jpg-650.jpg,,5949-29-1,,,C6H10O8,,,,,,,,"2-hydroxypropane-1,2,3-tricarboxylic acid hydrate",YASYEJJMZJALEJ-UHFFFAOYSA-N,O.OC(=O)CC(O)(CC(O)=O)C(O)=O,White,Powder or crystals,,,99.75 to 100.50 %,Crystals or powder or crystalline powder,≥98.5 to ≤101.5% (UK-sourced material),,,,,,,,,,,,,163.0-172.0?C (UK-sourced material),"-13.5 ± 0.5? (C=10 in water, UK-sourced material)",,,,,,,,,,at 270 nm A: =<0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.thermofisher.com/order/catalog/product/464541000?SID=srch-srp-464541000,"Citric acid monohydrate, for HPLC",This Thermo Scientific Chemicals brand product was originally part of the Acros Organics product portfolio. Some documentation and label information may refer to the legacy brand. The original Acros Organics product / item code or SKU reference has not changed as a part of the brand transition to Thermo Scientific Chemicals.,https://www.thermofisher.com/TFS-Assets/CCG/Chemical-Structures/chemical-structure-cas-5949-29-1.jpg-650.jpg,,5949-29-1,,,C6H10O8,,,,,,,,"2-hydroxypropane-1,2,3-tricarboxylic acid hydrate",YASYEJJMZJALEJ-UHFFFAOYSA-N,O.OC(=O)CC(O)(CC(O)=O)C(O)=O,White,Powder or crystals,,,99.75 to 100.50 %,Crystals or powder or crystalline powder,≥98.5 to ≤101.5% (UK-sourced material),,,,,,,,,,,,,163.0-172.0?C (UK-sourced material),"-13.5 ± 0.5? (C=10 in water, UK-sourced material)",,,,,,,,,,at 270 nm A: =<0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.thermofisher.com/order/catalog/product/466600010?SID=srch-srp-466600010,Dodecenylsuccinic acid,This Thermo Scientific Chemicals brand product was originally part of the Acros Organics product portfolio. Some documentation and label information may refer to the legacy brand. The original Acros Organics product / item code or SKU reference has not changed as a part of the brand transition to Thermo Scientific Chemicals.,https://www.thermofisher.com/TFS-Assets/CCG/Chemical-Structures/chemical-structure-cas-29658-97-7.jpg-650.jpg,,29658-97-7,,,C16H28O4,,,,,,,,2-[(1E)-dodec-1-en-1-yl]butanedioic acid,QDCPNGVVOWVKJG-VAWYXSNFNA-N,CCCCCCCCCC\C=C\C(CC(O)=O)C(O)=O,Clear yellow to red-brown,viscous liquid,Conforms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,235 to 300 (mg KOH/g),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.thermofisher.com/order/catalog/product/218365000?SID=srch-srp-218365000,"Acetic acid, ammonium salt, 98+%, for analysis",This Thermo Scientific Chemicals brand product was originally part of the Acros Organics product portfolio. Some documentation and label information may refer to the legacy brand. The original Acros Organics product / item code or SKU reference has not changed as a part of the brand transition to Thermo Scientific Chemicals.,https://www.thermofisher.com/TFS-Assets/CCG/Chemical-Structures/chemical-structure-cas-631-61-8.jpg-650.jpg,,631-61-8,,,C2H7NO2,,,,,,,,ammonium acetate,USFZMSVCRYTOJT-UHFFFAOYSA-N,[NH4+].CC([O-])=O,Clear yellow to red-brown,viscous liquid,Conforms,,,,,,,,,,,,,,,,,,,,,,,,,,,=<3.0 %,,,,,,,,=<20 ppm,,,,,,,,,,,,,,,235 to 300 (mg KOH/g),,,,,,,,,,,,,,,,,,,,>=98.0 % (on dry substance),,,,,,,,,,,,,,,,=<0.01 %,6.5 to 7.5 (5 % at 20°C),,,,,,,,,,,,,,,,,,,,,,
https://www.thermofisher.com/order/catalog/product/456860250?SID=srch-srp-456860250,"Acetic acid, 80% vol., solution in water",This Thermo Scientific Chemicals brand product was originally part of the Acros Organics product portfolio. Some documentation and label information may refer to the legacy brand. The original Acros Organics product / item code or SKU reference has not changed as a part of the brand transition to Thermo Scientific Chemicals.,https://www.thermofisher.com/TFS-Assets/CCG/Chemical-Structures/chemical-structure-cas-64-19-7.jpg-650.jpg,,64-19-7,,,C2H4O2,,,,,,,,acetic acid,QTBSBXVTEAMEQO-UHFFFAOYSA-N,CC(O)=O,Clear colorless,Solution,,,24.0 to 26.0 %,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.067 to 1.071 kg/l,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.thermofisher.com/order/catalog/product/456850250?SID=srch-srp-456850250,"Acetic acid, 25%, solution in water",This Thermo Scientific Chemicals brand product was originally part of the Acros Organics product portfolio. Some documentation and label information may refer to the legacy brand. The original Acros Organics product / item code or SKU reference has not changed as a part of the brand transition to Thermo Scientific Chemicals.,https://www.thermofisher.com/TFS-Assets/CCG/Chemical-Structures/chemical-structure-cas-64-19-7.jpg-650.jpg,,64-19-7,,,C2H4O2,,,,,,,,acetic acid,QTBSBXVTEAMEQO-UHFFFAOYSA-N,CC(O)=O,Clear colorless,Solution,,,24.0 to 26.0 %,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.067 to 1.071 kg/l,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.thermofisher.com/order/catalog/product/125231000?SID=srch-srp-125231000,"Maleic Acid, 99%",This Thermo Scientific Chemicals brand product was originally part of the Acros Organics product portfolio. Some documentation and label information may refer to the legacy brand. The original Acros Organics product / item code or SKU reference has not changed as a part of the brand transition to Thermo Scientific Chemicals.,https://www.thermofisher.com/TFS-Assets/CCG/Chemical-Structures/chemical-structure-cas-110-16-7.jpg-650.jpg,,110-16-7,,,C4H4O4,,,,,,,,(2E)-but-2-enedioic acid,VZCYOOQTPOCHFL-OWOJBTEDSA-N,OC(=O)\C=C\C(O)=O,White,Crystalline powder or granules and/or chunks,Conforms,,98.5 to 101.5 % (on dry substance),,,,,,,,,,,>=98.5 %,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.thermofisher.com/order/catalog/product/A12245.36?SID=srch-srp-A12245.36,"Succinic anhydride, 99%","Succinic anhydride is used as a sizing agent and curative for epoxy resin. It acts as an additive in paper production. It is utilized in the preparation of covalently cross-linked oxidized-alginate and N-succinyl-chitosan hydrogels. It serves as an intermediate for functionalized oxide surfaces on a chip and for polyester resins. Further, it finds use in cosmetics, pharmaceuticals and in coatings. ",https://www.thermofisher.com/TFS-Assets/CCG/Chemical-Structures/chemical-structure-cas-108-30-5.jpg-650.jpg,,6915-15-7,,,C4H6O5,,,,,,,,2-hydroxybutanedioic acid,BJEPYKJPYRNKOW-UHFFFAOYNA-N,OC(CC(O)=O)C(O)=O,White,Crystalline powder or crystals,Conforms,128°C to 132°C,>=99.0 %,Powder or crystals or crystalline powder or flakes and/or chips,≥98.5 to ≤101.5%,Conforms,,,,,,,,>=98.5 %,,,,116-121?C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,=<0.1 % (in water),,,,,,,,,,,,,,,,,,,,,,,,,=<1.0 % Fumaric acid,,,,,,,,,,,,,,,,,,,
https://www.thermofisher.com/order/catalog/product/125255000?SID=srch-srp-125255000,"DL-Malic acid, 99+%",This Thermo Scientific Chemicals brand product was originally part of the Acros Organics product portfolio. Some documentation and label information may refer to the legacy brand. The original Acros Organics product / item code or SKU reference has not changed as a part of the brand transition to Thermo Scientific Chemicals.,https://www.thermofisher.com/TFS-Assets/CCG/Chemical-Structures/chemical-structure-cas-6915-15-7.jpg-650.jpg,,6915-15-7,,,C4H6O5,,,,,,,,2-hydroxybutanedioic acid,BJEPYKJPYRNKOW-UHFFFAOYNA-N,OC(CC(O)=O)C(O)=O,White,Crystalline powder or crystals,Conforms,128°C to 132°C,>=99.0 %,Powder or crystals or crystalline powder or flakes and/or chips,≥98.5 to ≤101.5%,Conforms,,,,,,,,>=98.5 %,,,,116-121?C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,=<0.1 % (in water),,,,,,,,,,,,,,,,,,,,,,,,,=<1.0 % Fumaric acid,,,,,,,,,,,,,,,,,,,
https://www.thermofisher.com/order/catalog/product/158575000?SID=srch-srp-158575000,"trans-Cinnamic Acid, 98+%",This Thermo Scientific Chemicals brand product was originally part of the Acros Organics product portfolio. Some documentation and label information may refer to the legacy brand. The original Acros Organics product / item code or SKU reference has not changed as a part of the brand transition to Thermo Scientific Chemicals.,https://www.thermofisher.com/TFS-Assets/CCG/Chemical-Structures/chemical-structure-cas-140-10-3.jpg-650.jpg,,140-10-3,,,C9H8O2,,,,,,,,(2E)-3-phenylprop-2-enoic acid,WBYWAXJHAXSJNI-VOTSOKGWSA-N,OC(=O)\C=C\C1=CC=CC=C1,White to light yellow,Crystalline powder,Conforms,131°C to 136°C,>=98.0 %,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.thermofisher.com/order/catalog/product/B23758.36?SID=srch-srp-B23758.36,"Diglycolic acid, 98%",Diglycolic acid was used in the preparation of needle-like aragonite particles from calcium nitrate aqueous solutions. It is also used in the synthesis of N-interlinked imipramines which show apoptotic activity against malignant cells as well as signs of combating Burkitt’s lymphoma. ,https://www.thermofisher.com/TFS-Assets/CCG/Chemical-Structures/chemical-structure-cas-110-99-6.jpg-650.jpg,,110-99-6,,,C4H6O5,,,,,,,,2-(carboxymethoxy)acetic acid,QEVGZEDELICMKH-UHFFFAOYSA-N,OC(=O)COCC(O)=O,White,,,,,,≥97.5 to ≤102.5% (non-U.S. sourced material),Conforms (non-U.S. sourced material),,≥97.5% (U.S. sourced material),,,≥97.5% (non-U.S. sourced material),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.thermofisher.com/order/catalog/product/120861000?SID=srch-srp-120861000,"Humic acid, sodium salt, 45-70%, technical, (as humic acid)",This Thermo Scientific Chemicals brand product was originally part of the Acros Organics product portfolio. Some documentation and label information may refer to the legacy brand. The original Acros Organics product / item code or SKU reference has not changed as a part of the brand transition to Thermo Scientific Chemicals.,https://www.thermofisher.com/TFS-Assets/CCG/Chemical-Structures/chemical-structure-cas-68131-04-4.jpg-650.jpg,,69-72-7,,,C7H6O3,,,,,,,,2-hydroxybenzoic acid,YGSDEFSMJLZEOE-UHFFFAOYSA-N,OC(=O)C1=CC=CC=C1O,White to cream,Clear liquid,Conforms,,,Crystals or powder or crystalline powder,≥98.5 to ≤101.5%,Conforms (non-U.S. sourced material),,≥97.5% (U.S. sourced material),,,≥98.5%,,,,,,,156-163?C,,,,,,,,,"14 % to 25 % (105°C, 4 h)",=<0.1 % (K.F.),,=<15 APHA,,,,,,,,,,,,,,,,,,,,,,,=<0.2 % Isobutyric acid,,,,,,,,,,,,,,,,,,,,45 to 70 % (as Humic acid),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.thermofisher.com/order/catalog/product/108111000?SID=srch-srp-108111000,"n-Butyric acid, 99+%",This Thermo Scientific Chemicals brand product was originally part of the Acros Organics product portfolio. Some documentation and label information may refer to the legacy brand. The original Acros Organics product / item code or SKU reference has not changed as a part of the brand transition to Thermo Scientific Chemicals.,https://www.thermofisher.com/TFS-Assets/CCG/Chemical-Structures/chemical-structure-cas-107-92-6.jpg-650.jpg,,69-72-7,,,C7H6O3,,,,,,,,2-hydroxybenzoic acid,YGSDEFSMJLZEOE-UHFFFAOYSA-N,OC(=O)C1=CC=CC=C1O,White to cream,Clear liquid,Conforms,,,Crystals or powder or crystalline powder,≥98.5 to ≤101.5%,Conforms (non-U.S. sourced material),,≥97.5% (U.S. sourced material),,,≥98.5%,,,,,,,156-163?C,,,,,,,,,"14 % to 25 % (105°C, 4 h)",=<0.1 % (K.F.),,=<15 APHA,,,,,,,,,,,,,,,,,,,,,,,=<0.2 % Isobutyric acid,,,,,,,,,,,,,,,,,,,,45 to 70 % (as Humic acid),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.thermofisher.com/order/catalog/product/A12253.36?SID=srch-srp-A12253.36,"Salicylic acid, 99%",This Thermo Scientific Chemicals brand product was originally part of the Alfa Aesar product portfolio. Some documentation and label information may refer to the legacy brand. The original Alfa Aesar product / item code or SKU reference has not changed as a part of the brand transition to Thermo Scientific Chemicals.,https://www.thermofisher.com/TFS-Assets/CCG/Chemical-Structures/chemical-structure-cas-69-72-7.jpg-650.jpg,,69-72-7,,,C7H6O3,,,,,,,,2-hydroxybenzoic acid,YGSDEFSMJLZEOE-UHFFFAOYSA-N,OC(=O)C1=CC=CC=C1O,White to cream,Clear liquid,Conforms,,,Crystals or powder or crystalline powder,≥98.5 to ≤101.5%,Conforms (non-U.S. sourced material),,≥97.5% (U.S. sourced material),,,≥98.5%,,,,,,,156-163?C,,,,,,,,,"14 % to 25 % (105°C, 4 h)",=<0.1 % (K.F.),,=<15 APHA,,,,,,,,,,,,,,,,,,,,,,,=<0.2 % Isobutyric acid,,,,,,,,,,,,,,,,,,,,45 to 70 % (as Humic acid),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.thermofisher.com/order/catalog/product/181022500?SID=srch-srp-181022500,"Cyanuric acid, 98%",This Thermo Scientific Chemicals brand product was originally part of the Acros Organics product portfolio. Some documentation and label information may refer to the legacy brand. The original Acros Organics product / item code or SKU reference has not changed as a part of the brand transition to Thermo Scientific Chemicals.,https://www.thermofisher.com/TFS-Assets/CCG/Chemical-Structures/chemical-structure-cas-108-80-5.jpg-650.jpg,,6132-04-3,Trisodium citrate,White,Na,"Polyethylene drum, open head","Sodium citrate dihydrate, Citric acid trisodium salt dihydrate, Sodium citrate tribasic dihydrate, Trisodium citrate, Citric acid tridosium salt dihydrate",FCC,294.1,99.0-100.5%,50 kg,Each,"1,3,5-triazinane-2,4,6-trione",ZFSLODLOARCGLH-UHFFFAOYSA-N,O=C1NC(=O)NC(=O)N1,White to light beige,Crystalline powder and/or lumps,Conforms,,>=97.5 %,,,,,,,150°C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.thermofisher.com/order/catalog/product/3649-50?SID=srch-srp-3649-50,"Trisodium citrate dihydrate, 99.0-100.5% (by anhydrous basis), granular, FCC, USP, GMP, J.T.Baker™","This product is GMP Manufactured and meets J.P., U.S.P, B.P and E.P Specifications.",https://www.thermofisher.com/TFS-Assets/CCG/Chemical-Structures/chemical-structure-cas-6132-04-3.jpg-650.jpg,,6132-04-3,Trisodium citrate,White,Na,"Polyethylene drum, open head","Sodium citrate dihydrate, Citric acid trisodium salt dihydrate, Sodium citrate tribasic dihydrate, Trisodium citrate, Citric acid tridosium salt dihydrate",FCC,294.1,99.0-100.5%,50 kg,Each,"1,3,5-triazinane-2,4,6-trione",ZFSLODLOARCGLH-UHFFFAOYSA-N,O=C1NC(=O)NC(=O)N1,White to light beige,Crystalline powder and/or lumps,Conforms,,>=97.5 %,,,,,,,150°C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.thermofisher.com/order/catalog/product/410775000?SID=srch-srp-410775000,"Formic acid, 88%, ACS reagent",This Thermo Scientific Chemicals brand product was originally part of the Acros Organics product portfolio. Some documentation and label information may refer to the legacy brand. The original Acros Organics product / item code or SKU reference has not changed as a part of the brand transition to Thermo Scientific Chemicals.,https://www.thermofisher.com/TFS-Assets/CCG/Chemical-Structures/chemical-structure-cas-64-18-6.jpg-650.jpg,,144-62-7,Oxalic acid,White,C2H2O4,"Polyethylene drum, open head","Sodium citrate dihydrate, Citric acid trisodium salt dihydrate, Sodium citrate tribasic dihydrate, Trisodium citrate, Citric acid tridosium salt dihydrate",FCC,294.1,99.0-100.5%,50 kg,Each,oxalic acid,MUBZPKHOEPUJKR-UHFFFAOYSA-N,OC(=O)C(O)=O,White to almost white,Crystalline powder,Conforms,189°C to 191°C,97.5 to 102.5 %,,,,,,,150°C,,,,,=<5 ppm,,,,,,,,,CHEBI:16995,,,,,,=<15 APHA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5% w/v aq. soln.,,,,,,,,,,,,,,,,"Transport Hazard Class: 8; Packing Group: III; Proper Shipping Name: CORROSIVE LIQUID, ACIDIC, ORGANIC, N.O.S.",,,,,,,,,,,,,,,
https://www.thermofisher.com/order/catalog/product/035619.K7?SID=srch-srp-035619.K7,"Oxalic acid, 5% w/v aq. soln.",This Thermo Scientific Chemicals brand product was originally part of the Alfa Aesar product portfolio. Some documentation and label information may refer to the legacy brand. The original Alfa Aesar product / item code or SKU reference has not changed as a part of the brand transition to Thermo Scientific Chemicals.,https://www.thermofisher.com/TFS-Assets/CCG/Chemical-Structures/chemical-structure-cas-144-62-7.jpg-650.jpg,,144-62-7,Oxalic acid,White,C2H2O4,"Polyethylene drum, open head","Sodium citrate dihydrate, Citric acid trisodium salt dihydrate, Sodium citrate tribasic dihydrate, Trisodium citrate, Citric acid tridosium salt dihydrate",FCC,294.1,99.0-100.5%,50 kg,Each,oxalic acid,MUBZPKHOEPUJKR-UHFFFAOYSA-N,OC(=O)C(O)=O,White to almost white,Crystalline powder,Conforms,189°C to 191°C,97.5 to 102.5 %,,,,,,,150°C,,,,,=<5 ppm,,,,,,,,,CHEBI:16995,,,,,,=<15 APHA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5% w/v aq. soln.,,,,,,,,,,,,,,,,"Transport Hazard Class: 8; Packing Group: III; Proper Shipping Name: CORROSIVE LIQUID, ACIDIC, ORGANIC, N.O.S.",,,,,,,,,,,,,,,
